trial_id,sigma_d,rho,phi,theta,seed,C_pc,q_grasp,e_pose,n_grasps,success,obj_z_final,error
188,0.0,0.25,50.0,90.0,20188,0.01286,0.18902,0.09627,4,0,0.4548,
189,0.0,0.25,55.0,0.0,189,9.765625e-06,,,0,0,,no_grasps
190,0.0,0.25,55.0,0.0,10190,9.765625e-06,,,0,0,,no_grasps
191,0.0,0.25,55.0,0.0,20191,9.765625e-06,,,0,0,,no_grasps
192,0.0,0.25,55.0,45.0,192,0.01064,0.22961,0.10895,11,0,0.036,
193,0.0,0.25,55.0,45.0,10193,0.01064,0.214,0.08606,12,0,0.4609,
194,0.0,0.25,55.0,45.0,20194,0.01064,0.19889,0.07563,9,0,0.436,
195,0.0,0.25,55.0,90.0,195,0.01181,0.20155,0.11494,6,0,0.455,
196,0.0,0.25,55.0,90.0,10196,0.01181,0.23171,0.04619,5,0,0.4591,
197,0.0,0.25,55.0,90.0,20197,0.01181,0.21917,0.11218,8,0,0.455,
198,0.0,0.25,60.0,0.0,198,0.82954,0.16507,0.3825,2,0,0.455,
199,0.0,0.25,60.0,0.0,10199,0.82954,0.16168,0.40593,2,0,0.455,
200,0.0,0.25,60.0,0.0,20200,0.82954,0.17041,0.39484,5,0,0.455,
201,0.0,0.25,60.0,45.0,201,0.00948,0.21024,0.10046,16,0,0.4602,
202,0.0,0.25,60.0,45.0,10202,0.00948,0.20991,0.1127,9,0,0.4579,
203,0.0,0.25,60.0,45.0,20203,0.00948,0.23522,0.01912,12,1,0.675,
204,0.0,0.25,60.0,90.0,204,0.00971,0.26918,0.08616,10,0,0.4553,
205,0.0,0.25,60.0,90.0,10205,0.00971,0.27892,0.06947,16,0,0.462,
206,0.0,0.25,60.0,90.0,20206,0.00971,0.27716,0.07499,10,0,0.036,
207,0.0,0.25,65.0,0.0,207,0.88555,0.20947,0.30063,6,0,0.455,
208,0.0,0.25,65.0,0.0,10208,0.88555,0.18252,0.18949,9,0,0.455,
209,0.0,0.25,65.0,0.0,20209,0.88555,0.17469,0.07951,9,0,0.4623,
210,0.0,0.25,65.0,45.0,210,0.00818,0.22482,0.11048,14,0,0.455,
211,0.0,0.25,65.0,45.0,10211,0.00818,0.26894,0.09214,12,0,0.455,
212,0.0,0.25,65.0,45.0,20212,0.00818,0.2401,0.10681,10,0,0.455,
213,0.0,0.25,65.0,90.0,213,0.00615,0.28361,0.05993,13,0,0.036,
214,0.0,0.25,65.0,90.0,10214,0.00615,0.28678,0.06049,18,0,0.4619,
215,0.0,0.25,65.0,90.0,20215,0.00615,0.28284,0.0669,9,0,0.46,
216,0.005,1.0,30.0,0.0,216,0.00999,0.29385,0.04214,82,1,0.675,
217,0.005,1.0,30.0,0.0,10217,0.00999,0.27826,0.03962,51,1,0.675,
218,0.005,1.0,30.0,0.0,20218,0.00999,0.29385,0.03452,91,1,0.675,
219,0.005,1.0,30.0,45.0,219,0.01426,0.20111,0.12346,17,0,0.4546,
220,0.005,1.0,30.0,45.0,10220,0.01426,0.20763,0.03712,19,1,0.675,
221,0.005,1.0,30.0,45.0,20221,0.01426,0.22308,0.11018,26,0,0.455,
222,0.005,1.0,30.0,90.0,222,0.01465,0.18876,0.08661,15,0,0.455,
223,0.005,1.0,30.0,90.0,10223,0.01465,0.20108,0.11811,15,0,0.4596,
224,0.005,1.0,30.0,90.0,20224,0.01465,0.21441,0.07738,21,0,0.4599,
225,0.005,1.0,45.0,0.0,225,0.00317,0.29385,0.06698,35,0,0.455,
226,0.005,1.0,45.0,0.0,10226,0.00317,0.29385,0.05917,40,1,0.675,
227,0.005,1.0,45.0,0.0,20227,0.00317,0.29385,0.06298,37,1,0.675,
228,0.005,1.0,45.0,45.0,228,0.01258,0.21161,0.11423,24,0,0.436,
229,0.005,1.0,45.0,45.0,10229,0.01258,0.22458,0.11097,31,0,0.455,
230,0.005,1.0,45.0,45.0,20230,0.01258,0.22789,0.11916,32,0,0.436,
231,0.005,1.0,45.0,90.0,231,0.01355,0.21502,0.09532,28,0,0.436,
232,0.005,1.0,45.0,90.0,10232,0.01355,0.19047,0.09926,19,0,0.4549,
233,0.005,1.0,45.0,90.0,20233,0.01355,0.22385,0.11362,18,0,0.458,
234,0.005,1.0,50.0,0.0,234,0.00063,0.2937,0.07033,33,0,0.4551,
235,0.005,1.0,50.0,0.0,10235,0.00063,0.29371,0.06973,32,0,0.455,
236,0.005,1.0,50.0,0.0,20236,0.00063,0.29385,0.06939,29,0,0.4551,
237,0.005,1.0,50.0,45.0,237,0.01167,0.19654,0.10524,26,0,0.4548,
238,0.005,1.0,50.0,45.0,10238,0.01167,0.20845,0.1033,30,0,0.4547,
239,0.005,1.0,50.0,45.0,20239,0.01167,0.20996,0.10833,29,0,0.4591,
240,0.005,1.0,50.0,90.0,240,0.01286,0.22267,0.11084,27,0,0.036,
241,0.005,1.0,50.0,90.0,10241,0.01286,0.20225,0.08523,26,0,0.455,
242,0.005,1.0,50.0,90.0,20242,0.01286,0.23536,0.11729,21,0,0.436,
243,0.005,1.0,55.0,0.0,243,9.765625e-06,,,0,0,,no_grasps
244,0.005,1.0,55.0,0.0,10244,9.765625e-06,,,0,0,,no_grasps
245,0.005,1.0,55.0,0.0,20245,9.765625e-06,,,0,0,,no_grasps
246,0.005,1.0,55.0,45.0,246,0.01064,0.24109,0.11213,28,0,0.036,
247,0.005,1.0,55.0,45.0,10247,0.01064,0.23537,0.06982,27,0,0.4606,
248,0.005,1.0,55.0,45.0,20248,0.01064,0.21168,0.11863,27,0,0.4606,
