node,parents,phi,theta,stat,value,ci_lo,ci_hi,n,sigma_d,rho
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.12703,0.12600098444456204,0.12805901555543797,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.041839999999999995,0.028404904103059028,0.05527509589694096,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.09706666666666665,0.06868733234294126,0.12544600099039205,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.11507333333333332,0.11351679494604211,0.11662987172062453,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.03660666666666667,0.025013788111660967,0.04819954522167237,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.08352666666666668,0.0300982430471071,0.13695509028622627,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.11669666666666667,0.11079531602201666,0.12259801731131668,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.06657,0.06657,0.06657,1,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.08794,0.06123589849829557,0.11464410150170444,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.11952,0.10822380054000462,0.1308161994599954,3,0.005,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.033133333333333334,0.014088797782040818,0.05217786888462585,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.06816666666666667,0.030382844368874833,0.1059504889644585,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.09008333333333333,0.044338270904063684,0.13582839576260297,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.056076666666666664,0.04722021099536238,0.06493312233797094,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.09019666666666666,0.0542855434336379,0.12610778989969543,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.10879666666666665,0.10216966026223,0.11542367307110331,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.06444,0.06444,0.06444,1,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.07609333333333333,0.04565719361986477,0.1065294730468019,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.11416666666666668,0.11122483064736778,0.11710850268596558,3,0.005,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.034326666666666665,0.019066356500603704,0.049586976832729626,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.04420333333333334,0.030833488010202463,0.05757317865646421,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.10630999999999999,0.08908159999999998,0.12353839999999999,2,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.03002,0.015899504686685623,0.044140495313314376,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.05590333333333333,0.038009229854129786,0.07379743681253688,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.09822666666666667,0.07505144141631702,0.12140189191701632,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.068305,0.06668800000000001,0.069922,2,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.0696,0.024929587583726064,0.11427041241627392,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.09198666666666666,0.041863934803192004,0.14210939853014132,3,0.005,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.045610000000000005,0.03747687378187207,0.05374312621812794,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.07600333333333333,0.038859576212773875,0.11314709045389278,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.06633,0.03671341850291744,0.09594658149708256,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.055206666666666675,0.026878036147153183,0.08353529718618016,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.06375666666666667,0.03879995930977005,0.08871337402356329,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.07246999999999999,0.024947262657965492,0.1199927373420345,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.09249333333333333,0.07144802455526014,0.11353864211140652,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.11206333333333333,0.10134744771161369,0.12277921895505298,3,0.005,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.06961,0.050874159845543804,0.0883458401544562,3,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.153385,0.13250119999999999,0.1742688,2,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.13461499999999998,0.07888239999999999,0.19034759999999998,2,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.04805333333333334,0.03519864013210221,0.060908026534564466,3,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.13698,0.1299632,0.14399679999999998,2,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.15737,0.15737,0.15737,1,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.109175,0.10702879999999998,0.11132120000000001,2,0.02,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.11749666666666665,0.09025081875171923,0.14474251458161408,3,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.14478000000000002,0.13903720000000003,0.1505228,2,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.13435333333333332,0.11355215724564273,0.1551545094210239,3,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.03459,0.01625160134217458,0.05292839865782542,3,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.11087999999999999,0.10366021732921735,0.11809978267078264,3,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.136025,0.1350744,0.1369756,2,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.04139,0.04139,0.04139,1,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.10809,0.09860286435359263,0.11757713564640739,3,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.13045,0.13045,0.13045,1,0.02,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.08178333333333333,0.07552649742867851,0.08804016923798816,3,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.15442999999999998,0.1440991760922309,0.16476082390776906,3,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.13402,0.09138185288578626,0.17665814711421374,3,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.06260666666666666,0.05599591146892681,0.0692174218644065,3,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.13481666666666667,0.119837814856049,0.14979551847728434,3,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.11824,0.05016920000000001,0.1863108,2,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.10438666666666667,0.09419834651901175,0.11457498681432159,3,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.12508,0.12508,0.12508,1,0.02,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.11392666666666666,0.10336819358177203,0.1244851397515613,3,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.1517,0.11642934390403263,0.18697065609596736,3,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.15414666666666668,0.14215942068363213,0.16613391264970123,3,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.08187333333333334,0.04351148928357762,0.12023517738308906,3,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.138105,0.13311680000000004,0.14309319999999998,2,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.14344,0.14344,0.14344,1,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.0046,0.0046,0.0046,1,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.10203666666666666,0.095366229318353,0.10870710401498034,3,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.11832,0.11832,0.11832,1,0.02,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.15481,0.15481,0.15481,1,0.04,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.20263,0.20263,0.20263,1,0.04,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.14461,0.14461,0.14461,1,0.04,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.1537,0.13905879999999998,0.16834120000000002,2,0.04,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.17739,0.17739,0.17739,1,0.04,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.19263333333333332,0.18014643943114753,0.20512022723551912,3,0.04,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.18924,0.18924,0.18924,1,0.04,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.0,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.34237195288961925,1.0,2,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.0,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.0,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.0,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.6576280471103807,2,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.005,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,1.0,0.43849391955098227,1.0,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,0.75
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.02,1.0
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.25
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",30.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",45.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,0.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,45.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
Y,"has_grasps,sigma_d,rho,phi,theta",60.0,90.0,proportion,0.0,0.0,0.5615060804490177,3,0.04,0.5
