node,parents,phi,theta,stat,value,ci_lo,ci_hi,n,sigma_d,rho
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,21.666666666666668,20.36,22.973333333333336,3,0.005,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,65.0,60.91993464104638,69.08006535895362,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,23.0,18.473573889553332,27.526426110446668,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,21.333333333333332,15.100930550742621,27.565736115924043,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,55.666666666666664,50.95541300006038,60.37792033327295,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,36.333333333333336,34.60477581010447,38.0618908565622,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,27.0,20.11670621480288,33.883293785197125,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,25.333333333333332,16.76494699491205,33.90171967175461,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,30.0,25.919934641046382,34.08006535895362,3,0.005,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,8.333333333333334,7.026666666666667,9.64,3,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,2.0,2.0,2.0,2,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,1.5,0.52,2.48,2,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,3.3333333333333335,2.68,3.986666666666667,3,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,1.0,1.0,1.0,2,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,2.0,2.0,2.0,1,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,2.0,2.0,2.0,2,0.02,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,6.0,2.605180417165,9.394819582835,3,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,1.5,0.52,2.48,2,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,2.6666666666666665,2.013333333333333,3.32,3,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,6.333333333333333,1.7599999999999998,10.906666666666666,3,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,1.0,1.0,1.0,3,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,1.0,1.0,1.0,2,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,1.0,1.0,1.0,1,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,3.0,3.0,3.0,3,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,3.0,3.0,3.0,1,0.02,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,9.0,4.91993464104638,13.08006535895362,3,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,2.0,0.8683934723883333,3.131606527611667,3,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,6.666666666666667,4.938109143437801,8.395224189895533,3,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,6.0,1.4735738895533332,10.526426110446668,3,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,1.6666666666666667,1.0133333333333334,2.3200000000000003,3,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,1.5,0.52,2.48,2,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,6.333333333333333,0.9855695223766645,11.681097144290002,3,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,2.0,2.0,2.0,1,0.02,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,16.0,8.93311950009058,23.06688049990942,3,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,2.6666666666666665,1.3599999999999999,3.973333333333333,3,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,7.333333333333333,3.876218286875601,10.790448379791066,3,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,9.666666666666666,1.0982803282453855,18.23505300508795,3,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,3.5,2.52,4.48,2,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,1.0,1.0,1.0,1,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,1.0,1.0,1.0,1,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,5.333333333333333,1.3592618135384957,9.30740485312817,3,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,2.0,2.0,2.0,1,0.02,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,1.0,1.0,1.0,1,0.04,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,1.0,1.0,1.0,1,0.04,0.25
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,1.0,1.0,1.0,1,0.04,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,1.0,1.0,1.0,2,0.04,0.5
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,2.0,2.0,2.0,1,0.04,0.75
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,1.3333333333333333,0.6799999999999999,1.9866666666666666,3,0.04,1.0
n_grasps,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,1.0,1.0,1.0,1,0.04,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.29209999999999997,0.29098257078374806,0.2932174292162519,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.21015666666666666,0.1823852894819144,0.2379280438514189,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.19006,0.17634205815437318,0.20377794184562684,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.29385,0.29385,0.29385,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.28021,0.26369967461818716,0.29672032538181287,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.2326666666666667,0.2076052624130251,0.2577280709203083,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.29383333333333334,0.29380066666666665,0.293866,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.21364666666666668,0.2006998796153898,0.22659345371794357,3,0.0,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.28975666666666666,0.284430797681755,0.2950825356515783,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.20705333333333334,0.19388337135447992,0.22022329531218676,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.18716666666666668,0.16732721163338066,0.2070061216999527,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.29385,0.29385,0.29385,2,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.2814,0.25867710705389824,0.30412289294610173,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.23553333333333334,0.2273997951402849,0.24366687152638178,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.24084,0.24084,0.24084,1,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.29381666666666667,0.2937820955162021,0.29385123781713124,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.2065233333333333,0.19652232356475938,0.21652434310190724,3,0.0,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.29364666666666667,0.2932481333333333,0.2940452,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.19647666666666666,0.19457091449903194,0.19838241883430138,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.1914733333333333,0.16071905472772932,0.22222761193893728,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.29385,0.29385,0.29385,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.2827266666666667,0.2700162904071778,0.2954370429261556,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.22397666666666669,0.20456420047769994,0.24338913285563343,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.24053333333333335,0.22956880571783111,0.2514978609488356,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.2937766666666667,0.2937103605751081,0.2938429727582253,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.19992666666666667,0.1956065175992797,0.20424681573405365,3,0.0,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.21145333333333335,0.202758865727372,0.2201478009392947,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.21181333333333333,0.1823015897649766,0.24132507690169006,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.17388666666666666,0.15167998391714782,0.1960933494161855,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.27797,0.2742845745211713,0.2816554254788287,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.28109999999999996,0.26281260829824726,0.29938739170175266,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.23818666666666666,0.22047291312153178,0.25590042021180154,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.19412,0.19137964241749364,0.19686035758250633,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.18387666666666666,0.18164394839116083,0.1861093849421725,3,0.0,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.29307,0.29206694713997716,0.29407305286002283,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.19683666666666666,0.18084984830597406,0.21282348502735926,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.18913999999999997,0.18260328001109627,0.19567671998890368,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.29385,0.29385,0.29385,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.23849666666666666,0.209333341240981,0.2676599920923523,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.21352333333333337,0.18559823643816675,0.2414484302285,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.17648,0.17648,0.17648,1,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.2931566666666667,0.2917977333333333,0.29451560000000004,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.22089666666666666,0.20794850982005547,0.23384482351327784,3,0.005,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.29352,0.2929774185652519,0.2940625814347481,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.22145333333333336,0.20714910466750017,0.23575756199916656,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.21746333333333334,0.19380644367321295,0.24112022299345373,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.29385,0.29385,0.29385,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.24729,0.24423206497561945,0.2503479350243806,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.21020000000000003,0.18480986364642105,0.235590136353579,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.17255,0.17255,0.17255,1,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.29385,0.29385,0.29385,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.22197999999999998,0.2056026508013863,0.23835734919861368,3,0.005,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.29341,0.2925476,0.2942724,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.24230333333333334,0.22239178367948223,0.26221488298718443,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.18495,0.1777176,0.1921824,2,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.29385,0.29385,0.29385,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.26420333333333335,0.25573028005812937,0.2726763866085373,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.22082000000000002,0.2161767714450683,0.22546322855493173,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.197955,0.1883412,0.2075688,2,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.29349333333333333,0.2929435619707551,0.29404310469591155,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.21880666666666668,0.21283383844844003,0.22477949488489332,3,0.005,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.22481666666666666,0.21642413271055755,0.23320920062277578,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.22952000000000003,0.20121919265792348,0.2578208073420766,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.21459333333333333,0.20430663578920166,0.224880030877465,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.25636333333333333,0.24646531823983547,0.2662613484268312,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.27241333333333334,0.25928886182634386,0.2855378048403228,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.22285666666666668,0.1877024172830652,0.25801091605026816,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.23476333333333332,0.17695169180565792,0.2925749748610087,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.22591999999999998,0.2151966443361542,0.23664335566384576,3,0.005,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.2728566666666667,0.25625725115192305,0.28945608218141033,3,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.17164000000000001,0.16448600000000002,0.178794,2,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.16341,0.15376679999999998,0.17305320000000002,2,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.20965,0.1928953013778224,0.2264046986221776,3,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.15748,0.1486992,0.16626080000000001,2,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.18274,0.18274,0.18274,1,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.200515,0.1291416,0.27188840000000003,2,0.02,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.23408666666666667,0.20640696881057646,0.26176636452275687,3,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.183515,0.12525400000000003,0.241776,2,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.22905333333333333,0.2127642933381573,0.24534237332850936,3,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.2023633333333333,0.19676893418974534,0.2079577324769213,3,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.15794,0.15261394267648823,0.16326605732351177,3,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.15837,0.1507064,0.16603360000000003,2,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.15796,0.15796,0.15796,1,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.22964666666666667,0.1818032629436408,0.27749007038969253,3,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.18464,0.18464,0.18464,1,0.02,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.23667000000000002,0.2013542680577999,0.2719857319422001,3,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.1738333333333333,0.15782565469865578,0.18984101196801084,3,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.21204,0.2025946232741445,0.22148537672585553,3,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.19045666666666664,0.1563978661081554,0.22451546722517787,3,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.19838666666666668,0.17396205361907788,0.2228112797142555,3,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.2044,0.1990688,0.2097312,2,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.23077999999999999,0.1986260979479421,0.2629339020520579,3,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.16792,0.16792,0.16792,1,0.02,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.23617,0.21532781366426895,0.25701218633573103,3,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.18036333333333335,0.15212705348929031,0.20859961317737638,3,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.2049133333333333,0.1928307303768324,0.2169959362898342,3,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.19320666666666667,0.154638286657937,0.23177504667539633,3,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.21582,0.2138992,0.2177408,2,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.15828,0.15828,0.15828,1,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.20595,0.20595,0.20595,1,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.21835333333333332,0.1665169958648054,0.27018967080186124,3,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.1618,0.1618,0.1618,1,0.02,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.15522,0.15522,0.15522,1,0.04,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.16946,0.16946,0.16946,1,0.04,0.25
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.1686,0.1686,0.1686,1,0.04,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.169375,0.1600748,0.1786752,2,0.04,0.5
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.15587,0.15587,0.15587,1,0.04,0.75
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.16233,0.15113635208462703,0.17352364791537297,3,0.04,1.0
q_grasp,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.15355,0.15355,0.15355,1,0.04,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.031773333333333334,0.027623061937655964,0.035923604729010704,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.0348,0.03262339962939143,0.03697660037060856,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.053193333333333336,0.025383607723915486,0.08100305894275119,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.036763333333333335,0.015411347455564387,0.05811531921110229,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.029896666666666665,0.020651819931082324,0.039141513402251006,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.05835666666666667,0.00605378684520963,0.1106595464881237,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.02312,0.011845887590886221,0.03439411240911378,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.11752999999999998,0.1083863881768016,0.12667361182319836,3,0.0,0.25
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.03407,0.0299138755745286,0.03822612442547141,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.03274666666666667,0.027184658461790384,0.03830867487154295,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.04258666666666666,0.03228449490252985,0.05288883843080347,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.044075,0.0286988,0.05945120000000001,2,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.02774,0.023816946855657786,0.031663053144342215,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.04751666666666666,-0.003990090175950062,0.09902342350928338,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.06871,0.06871,0.06871,1,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.026160000000000003,0.015541315227706718,0.03677868477229329,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.10308333333333335,0.09488359395427717,0.11128307271238952,3,0.0,0.5
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.018269999999999998,0.005314395057993882,0.031225604942006116,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.03289333333333334,0.022978404268310007,0.04280826239835667,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.04604666666666666,0.015454793251366023,0.0766385400819673,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.039470000000000005,0.029733296812575628,0.049206703187424386,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.03025,0.021854737847253766,0.03864526215274623,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.05933666666666667,0.0032342942313488346,0.1154390391019845,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,0.0,mean,0.06893333333333333,0.0684049405333151,0.06946172613335157,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.03348,0.026516995977788515,0.04044300402221149,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,90.0,mean,0.08099666666666666,0.06322700524902063,0.0987663280843127,3,0.0,0.75
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,0.0,mean,0.06556333333333333,0.06452494431609986,0.06660172235056681,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,45.0,mean,0.03287,0.02533491941560455,0.04040508058439546,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",30.0,90.0,mean,0.04021333333333333,0.025593772587841995,0.05483289407882466,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,0.0,mean,0.009279999999999998,0.0016200100574478536,0.016939989942552143,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,45.0,mean,0.02104666666666667,0.018380914546824233,0.023712418786509103,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",45.0,90.0,mean,0.09474,0.058966046209381145,0.13051395379061886,3,0.0,1.0
e_pose,"sigma_d,rho,phi,theta | has_grasps=1",60.0,45.0,mean,0.10349333333333333,0.10208884900408251,0.10489781766258414,3,0.0,1.0
